MENU_NAME,DATA
총각김치,아삭아삭 매콤한 총각김치 입니다.
김치,아삭한 무와 향긋한 굴이 어우러진 매콤한 무김치입니다.
고들빼기김치,쌉싸름한맛이 너무좋아요 고들빼기김치입니다.
총각김치,아삭아삭한 총각김치 좋아하시나요? 총각김치는 누구나 즐겨 먹는 김치 중에 한가지가 아닐까 싶습니다. 대형마트에 가보니 싱싱한 총각무가 눈에 들어 오더라고요. 김장으로 배추김치를 담그기 전에 항상 총각김치는 먼저 담그게 되지요. 아삭아삭한 맛이 좋은 총각김치를 우선 조금만 담그어 먹으려고 싱싱한 총각무와 쪽파  양파  미나리  갓  양념 재료 등을 함께 준비해 보았어요.
깍두기,맛있는 무를 이용해 맛있는 깍두기를 만들어 보았습니다.
나박물김치,시원한 물김치 나박김치입니다.
파김치,파김치 좋아하시나요? 매콤하고 입맛당기는 파김치 저도 좋아한답니다. 매콤하고 감칠맛나는 파김치 하나면 입맛없을 때 밥한공기 뚝딱이잖아요. 요즘 김장철이라 마트에 나가 보면 신선한 쪽파를 많이 볼 수가 있답니다. 철분과 비타민 A와 C 등이 풍부한 쪽파를 이용해 입맛 당기고 감칠맛나는 파김치를 담그어 보려고 신선한 쪽파와 양념 재료를 준비해 보았어요.
양념게장,밥도둑~~ 양념게장~소개해요~
배추겉절이,금방 버무려서 아삭아삭하고 싱싱하게 먹는 배추 겉절이입니다.
백김치,아삭하고 시원한맛의 백김치 담그기입니다.
간장새우장,간장게장 보다도 훨씬 더 맛있는 새우장  새우장이라고 하면 사람들이 무슨 요리인지 잘 모르더라고요~~~ 그렇다고 새우게장? 이라고 할 수도 없고 간장새우장 이렇게 부르는 것이 맞겠네요. 짜지 않고 맛있게 만드는 너무나도 쉬운 간장새우장 만들기. 다같이 도전해 봐요~~~
백일송이버섯김치,일반김치보다 버섯김치의 면연력이나 항암효과등 두배이상이 높다고해요. 버섯을 좋아하는 분들께 그리고 이색적인 김치를 좋 아하시는분들을 위해서 레시피 올려보아요.
무김치,제철 가을무로 담근 아삭아삭 무김치 담그기
어리굴젓,밥도둑 어리굴젓입니다.
깻잎김치,간단한 생김치 깻잎 김치입니다.
오이소박이,아삭한 맛이 좋은 오이 소박이입니다.
깍두기,아삭아삭한 깍두기입니다.
부추겉절이,새콤한 부추 겉절이입니다.
오이소박이,아삭하고 매콤한 오이소박이!
갓김치,알싸한 향과 톡쏘는 맛으로 입맛을 돋우는 갓김치입니다.
오이김치,한입에 쏙 먹기 좋은 오이김치를 만들어 봤어요.
닭가슴살부추김치,부추는 혈액순환이나 정력증강은 이미 다 알려진 사실. 부추 특유의 향미는 생선이나 육류의 냄새를 제거하고 항균작용을 지니고 있어 식동독을 예방하기도 합니다. 부추와 닭고기를 이용하여 부추김치를 만들었습니다.
총각김치,사각사각 씹히는 맛이 너무나 좋은 총각김치  아이들 어른 누구나 좋아하는 김치가 바로 총각김치인데요. 깔끔한 맛을 자랑하는 저만의 총각김치 한번 만들어 볼께요~
백김치,저희 남편이 기관지가 좋지않아 계절 바뀌는 환절기마다 고생을 한답니다. 그래서 이렇게 약재들을 구입해 뒀다가 물대신 마시게도 하구요~ 끓인 물을 음식 만들때도 이용하곤 한답니다. 오늘 이 약재들이 이용될 요리는 바로바로 백김치에 넣은 물로 이용했거든요? 한번 만들어 볼께요~
간장게장,밥도둑 간장게장입니다.
열무김치,아삭하고 시원한 열무김치입니다.
배추겉절이,요즘 김치가 시어서 그냥 먹기 힘드시죠? 요럴 때 필요한게 바로 바로 배추겉절이~
고구마깍두기,웰빙식품인 고구마로 깍두기를 만들면 오도독 씹히는 소리에 밥상의 생동감이 살아난답니다. 새콤달콤한 맛의 고구마깍두기입니다.
배추막김치,겉절이 같은 배추막김치입니다.
파김치,파김치를 가장 쉽고 간편하게 그러면서도 맛있게 담글수있는 저만의 레시피를 소개해 드릴려구요.
해물쌈장,청양고추와 홍고추가 들어가서 아~~주 칼칼하니 정말 맛있어요. 쫄깃한 우렁이도 씹히고 새우살도 맛나고
약고추장,볶음고추장을 만들어봅시다. 요거이 잘 만들어 놓으면 나물없어도 요것만 넣고 쓱쓱 비벼먹어도 맛있고  밥속에 넣고 주먹밥 만들어두 맛나구요. 잘 상하지않고 짭쪼름해서 입맛을 돋구니까 여름에 입맛없을때도 요거 만들어서 쌈사먹으면 왠만한 반찬보다 낫답니다. 도시락반찬으로도 굳~!
봄동겉절이,요리하는 사람의 손맛으로 버무린 봄동 겉절이예요. 봄에 나는 식재료의 상큼한 기운을 한그릇에 담은 음식이랍니다. 
굴배추겉절이,샤브샤브로 저녁을 먹고나니 배추가 조금 남았어요. 상태가 좋으면 쌈을 싸먹거나 다른 용도로 활용하려고 했는데  빨리 먹지 않으면 안 될것 같아서 바로 겉절이 무쳤답니다.
설렁탕깍두기,최고의 요리비결 최신애선생님 레시피에요. 후회없는 맛이 나올겁니다. 3키로 정도 먼저 해먹고 나서  정말 맛나서 김장용으로 쪼매 많이 했어요. 
우렁강된장,구수한 우렁강된장입니다.
깻잎김치,향긋한 깻잎향이 솔솔 깻잎김치입니다.
오이소박이,아삭아삭 시원한 색다른 오이 소박이만들기!
쪽파김치,잘익은 쪽파김치~ 밥도둑이지요.
조개젓,짜지않은 감칠맛나는 조개젓무침입니다.
고추장,홈메이드표 맛있는 맛고추장 만들기 입니다.
알배추겉절이,이제 슬슬 김장김치가 지겨워졌답니다. 그래서 큰맘먹고 알배추 4통 사다가 배추 겉절이를 담궜답니다. 뜨끈한 흰 쌀밥에 김치 하나 얹어먹음 죽음입니다.
부추겉절이,초봄에 올라온 새순을 잘라낸 초벌부추는 지금 요맘때만 먹을수있는 아주 귀한거랍니다. 봄이 주는 선물  봄이 주는 보약  초벌부추 겉절이랍니다.
깍두기,설렁탕집 가면 나오는 무김치가 참 맛있는데 바로 그 맛을 집에서 재연해보겠어요~ 쉬워도 너무 쉬운 설렁탕집 깍두기 만드는 방법 공개합니다.
깍두기,간단하게 만드는 맛있는 깍두기입니다.
돌나물봄동겉절이,푸릇푸릇 고소한 봄동과 돌나물이 참 잘어울려요.
백김치,백김치는 깔끔하고 시원한 맛이 일품이죠. 간단하게 만드는 방법 알려드릴께요.
파김치,아삭아삭 씹히는 파에 새콤달콤한 양념을 더해 만든 파김치예요. 겨울 김장철 흔히들 배추김치를 만들어 드시지만 파김치를 만들어 드시면 새로운 별미랍니다. 수육에 같이 먹어도 좋고  비빔밥에 넣어 먹어도 맛있는 만능 김치! 파김치랍니다. 
봄동겉절이,달달하고 고소한 봄동으로 겉절이 만들었어요.
봄동겉절이,상큼하고 신선한 맛이 매력적인 봄동 겉절이입니다.
오이소박이,집에 있는 재료들로 아주 빠르고 간단하게 오이 소박이 담았어요.
쌈장,견과류가 들어간 고소한 쌈장입니다.
물김치,보르도무로 담은 물김치입니다. 이 물김치는 동치미처럼 새곰한 맛이 나게 익혀야 맛있습니다. 보기도 예쁘고 영양도 만점인 물김치로 입맛 한번 살려 보세요~
부추겉절이,새콤한 부추무침. 밥 비벼 먹어두 좋구요. 한끼 반찬으로 너무너무 좋답니다.
열무김치,다시육수를 넣어 은근한 감칠맛이 좋은 아삭아삭 시원한 열무김치입니다~
오이소박이,아삭한 오이소박이로 밑반찬 만들어보세요~
중국식오이김치,오늘은 냉장고속에 늘 있는 돼지고기 장조림과 미역전+중국식 오이김치 마라황과를 준비했는데요... 김치대신 요 중국식 오이김치 마라황과로 피크닉 도시락을 준비해보세요.. 새콤달콤매콤한 맛이 아주 그만이랍니다.. 봄나들이와 딱 맞는 컨셉이라 해야할까요? ㅎㅎ
양배추물김치,감자 갈아서 국물을 만든 양배추 물김치입니다.
봄동겉절이,봄을 대표하는 채소인 봄배추.. 바로바로 봄동입니다. 풋풋한 맛의 봄배추가 입맛을 톡톡히 살려주지요.
참나물겉절이,간단하게 즐기는 봄나물 참나물 겉절이입니다. 
부추김치,밥상위에 보약 제철맞은 부추김치 담그는 법 알려드려요~
얼갈이김치,봄에 딱 어울리는 얼갈이통김치 만들기 
열무물김치,나른한 봄이 되어 입맛도 없는데 황사가 기승을 부리기 시작해서 목이 깔깔한 계절입니다. 개운하고 시원한 것이 뭐 없을까 하다가 물김치를 담았어요.
섞박지,무가 아삭아삭 달콤하니 너무 맛있는 섞박지입니다.
오이김치,아삭하고 매콤달콤한 오이김치입니다.
강된장,모처럼 강된장을 해서 먹었네요~ 호박잎 사둔걸 찜통에 쪄서 같이 싸서 먹으면 정말 좋죠.
파김치,봄에는 뭐니뭐니해도 향긋한 봄나물과 아삭아삭 햇김치 같아요. 다른 반찬 필요 없구 뜨끈한 밥 한공기만 있으면 행복한 한끼 식사가 될 것 같아요.
파김치,알싸한 맛이 일품인 파김치입니다. 김치 초보이신분들 김치담는거 직접해보시면 생각보다 어렵지 않다 싶을꺼예요. 저도 사실 김치담을때 짜게 되기도 하고 싱겁게 되기도 하고 실패도 하지만  자꾸 자꾸 하다보니 요령도 생기고 또 한국음식은 양념이 비슷비슷하니까 응용도 하게되고 그러네요. 김치 한번 도전해 봅시다~!
간장,음식에 집간장을 자주 쓰는 편인데요. 저만의 간장을 만들어 사용하고 있답니다. 일반 집간장에 황태포를 한마리 넣어서 1달정도 숙성시켜 요리에 넣으면 정말 감칠맛이 장난아니게 좋다지요.
파김치,파김치... 입맛없을때 간단하게 후딱만들어서 다음날이면 맛있게 먹을수있는 참 착한녀석... 저는 백설기랑 먹을때가 파김치는 제일 맛있는거 같애요...먹고싶다..백.설.기...ㅠㅜ
양념게장,간편하게 만드는 양념게장 만들기 입니다. 
간장게장,친구가 간장게장 너무 먹고싶다길래 해본적도 없는데 자신있게 해준다며 큰소리치고 며칠전에 활게를 사서 간장게장을 담가 친구에게 선물했는데요. 맛있다며 아주 잘먹네요. 완전 보람있었지요.
간장게장,달아난 입맛을 제대로 잡을수 있는 밥도둑 간장게장. 집나간 입맛. 당장 돌아올꺼예용!
배추겉절이,아삭하고 시원한 배추 겉절이입니다.
배추김치,금방한 따끈한 밥에.. 맛있는 김치만 있으면 반찬걱정 반은 줄어들지요.
부추겉절이,부추는 다른 봄나물들 처럼 독특한 향이 있어 생채로 먹기에 그만이에요. 특히 봄부추는 인삼 녹용과도 안 바꾼다고 할만큼 영양이 풍부하고 자체 성질이 따듯해 몸을 따듯하게 하고 피를 깨끗하게 하는 좋은 식재료랍니다.
약고추장,비상용 반찬인 약고추장 만들었어요. 입맛 없을때  반찬하기 싫을때  요거 하나만 있음 슥슥 비벼서 밥 한그릇 뚝딱 할 수 있지요.
열무김치,입맛이 없어 오래만에 열무김치 만들어봤어요~
명란젓쌈장,짭쪼름한 매력이 있는 명란젓쌈장입니다.
알배기배추겉절이,알배기 배추 겉절이를 손으로 슥슥 비벼서 따끈한 밥에 싸악 얹어 먹으면 식사한끼 해결입니다.
파김치,입맛 돋우는 파김치 만드는 레시피 입니다. 
얼갈이김치,미니배추가 이리 큰지도 모르고 얼갈이를 사다가 열무랑 처음 담았었는데~ 얼갈이 안사고 미니배추랑 열무랑 같이 했어도 참 좋았을 것 같아요.
닭가슴살볶음고추장,다른 반찬이 필요 없어요~ 매콤하고 맛있는 닭가슴살 볶음고추장입니다.
오이물김치,오늘은 여름에 먹으면 정말 끝내준다는 말이 절로 나오는 오이 물김치를 만들어 보았어요. 사실 여름이라고 적었지만서도.. 저희는 계절에 관계없이 만들어 먹어요..ㅋ 오이 물김치는 더울때는 시원함에 그대로 전해지고  추울때는 더 진한 매력이 느껴지지요. 늘 먹어도 변함없는 매력에 푹 빠진답니다. 오이국물김치는 무대신 오이로 만든 동치미라도 말을 해도 과언이 아닐정도로 오이의 아삭함이 여름김치담고  동치미국물처럼 가슴까지 시원함이 느껴지는것이.. 제대로 맛이 나는 국물김치랍니다. 여름에 먹으면 더 맛있는 오이국물김치의 또하나 장점은 만들기도 쉽다는거..ㅎㅎ 이게 울초보분들게 정말 반가운 말한마디일꺼라고 생각이 드네요.^^ 오이의 영양은 굳이 적지 않아도 많이들 아시지요? 그래도 그냥 가면 서운하니.. 모두 알고 있는 이야기를 잠까적자면..ㅎㅎ 수분이 90%이상으로 이루_고  비타민c가 많이 있는 오이는 갈증해소가 되고 우리몸에 열을 식혀주고 여드름을 가라 앉히는데도 좋으니.. 어른이나 아이들에게도 좋은 채소예요. 또한 최근에 알게된 사실이지만(맛짱은..^^;;) .. 오이속에 있는콜라겐은 노화방지에도 효과가 있다고합니다. 다 아시겟지만  마사지를 하면 미백효과도 짱..ㅎㅎㅎ 많이드시면 다이어트에도 짱이랍니다.
소고기약고추장,반찬이 없을 때 달걀후라이 하나 얹고 약고추장과 함께 살살 밥을 비벼서 먹으면 맛있습니다. 뿐만 아니라 여러 나물이나 새싹채소와 참기름을 넣고 비빔밥을 해 드셔도 맛있는 약고추장입니다.
오이부추겉절이,간단한 오이 부추 겉절이를 담았답니다.
고추김치,고추와 오이가 제철이지요? 제철인 고추로 김치를 만들었답니다.
오이소박이,쉽게 무르지 않는 오이소박이 담는법 알려드릴게요.
파프리카배추물김치,물김치가 사계절 맛있게 먹을수 있지만  요즘처럼 더운 날씨엔 물김치만한 반찬이 없는것 같아요~ 냉장고속에 든 파프리카로 노란빛 배추 물김치로 한번 만들어 봤어요~ 색감도 예쁘고 달콤하고 시원한 맛이 입맛을 더 돋구어 주더라구요~ 
파김치,이제 곧 장마오고 나면  김치거리도 비싸질 듯 하여  쪽파 한단을 사다가 김치를 만들었답니다.
오이소박이,갓 지은 따끈따끈한 밥에 소박이 한쪽 올려 드셔보세요. 더운 여름 입맛 없을때 그만이랍니다.
오이소박이,오늘은 여름에 꼭 담아야하는 김치 오이소박이랍니다. 생각보다 간단해서 김치첨담그는 분들도 쉽게 따라하실수 있을꺼예요.
배추김치,여름에 배추김치 담그는 방법입니다. 어렵지 않아 초보 주부들도 모두 할 수 있습니다.
깻잎김치,깻잎이 제철이라 엄청 저렴하네요. 깻잎 김치 맛나게 만들어봅시다.
배추겉절이,아삭아삭 맛있는 겉절이를 만드는법 알려드릴게요
오이소박이,아삭아삭 신선한 오이소박이~담그는 법 소개합니다.
오이지,우리 몸에 이로운 밥상을 만들어 주시던 조상님께 감사하면서 오이지 담그는 행사를 치뤘지요.
멸치야채강된장,깔끔한 맛이 일품인 멸치 야채 강된장입니다.
참치쌈장,호박잎이나 상추쌈에 쌈사먹으면 밥한공기 후딱 비워내는 초간단 참치 쌈장이랍니다. 상추랑 요거랑 도시락 싸와도 참좋아요. 싱싱한 야채도 많이 먹을수있고 밥맛도 좋게하는 쌈장 맛있게 만들어 드세요.
우엉무깍두기,아삭하니 입맛 돌게하는 우엉무 깍두기 담그었어요.
강된장,된장만 넣고 찌개 끓여도 밥 한공기는 거뜬히 비워낼 수 있다는 강된장~
강된장,넓은 호박잎에 돌돌말린 새순까지 넣고 강된장을 한스푼 넉넉하게 올려 밥올려 싸먹으면 그만입니다 자칫 강된장이 국물이 많게 끓여지면 쌈싸먹다가 국물이 팔뒤꿈치까지 흐르게되는 경우도 있다니깐요. 국물없이 짜지 않은 강된장입니다.
고구마김치,아삭아삭 씹는맛이 시원하고 맛있는 고구마줄기 김치랍니다. 배추김치만큼 단맛이 있지는 않지만  씹으면 살짝..고구마줄기내의 단맛과 시원한 맛이 여름철별미랍니다.
오이소박이,아삭하고 매콤한 오이소박이입니다.
양배추깻잎김치,양배추 깻잎김치입니다.
열무김치,아삭아삭 깔끔한 맛이 좋은 열무김치로 잃어버린 입맛을 찾아 보세요.
양념꽃게장,가을꽃게로 만든 양념꽃게장입니다.
새우장,제 철 맞은 대하로  앙큼한 밥도둑 새우장 만들기
맛간장,다양한 요리에 활용가능한 맛간장입니다.
파김치,배추김치보다 저렴하게 만들 수 있는 아삭 매콤  한입에 반해버리는 파김치입니다. 
간장새우장,간장물은 대하도착하기전에 미리 다려놨는데.. 대하받아보니 너무 크고 싱싱해서 소금구이해먹고싶더라구요. 간장물 다려놓은거 딴데 쓸때도 마땅찮고 새우장도 먹고싶고 그냥 원래 계획대로 새우장담기로 했어요..
물김치,
부추김치,부추김치 맛있게 만드는 법을 소개합니다~
고구마줄기김치,비싼 배추김치는 가라! 제철맞아 아삭한 고구마줄기김치가 나가신다
대하장,가을 꽃게가 한창이지요. 간장게장 담그실 때 대하 몇 마리 같이 담가보세요. 애들은 게장보다 먹기도 편한 대하장을 더 좋아들 하네요.
사과오이김치,사과와 오이를 가지고 뚝딱뚝딱 간단하게 김치를 만들었답니다.
김치,요즘 배추가 넘비싸다보니 깍두기..채김치..열무김치..요런 간단한 김치를 담궈먹고 있네요~
꼴뚜기젓갈,오늘의 요리는 어제 말씀드린 꼴뚜기젓갈무침입니다. 소금에 오랜기간 절여서 만든 젓갈무침과 달리... 생물꼴뚜기 살짝만 절여 무넣고 양념넣고 무친.. 즉석젓갈무침입니다.
배추겉절이,아삭하고 매콤한 배추겉절이입니다.
깍두기,넓적깍두기를 담가 보려고 단단하고 신선한 가을무와 쪽파  양념재료를 함께 준비해 보았어요.
오이고추소박이,오이맛고추를 이용한 소박이~
나박김치,날씨도 매콤 한날에 매콤하고 감칠맛 나는 나박 김치를 담구었어요..
알타리김치,이제 본격적인 김장철을 맞이하였습니다. 배추김치는 많은 분들께서 포스팅을 하여 칼스버그는 알타리김치를 꺼냈습니다. 알타리김치도 김장철에 빠질 수 없는 김치중 하나인데요...한식의 대가들은 어떤 모습으로 알타리김치를 담을까요 잘 알려지지 않았던 한식대가들의 알타리김치 레시피. 한번 구경해 보시겠습니까.
상추겉절이,입맛 없을 때 상추 겉절이 드셔보세요~~
대추와인고추장,대추가 넉넉해서 대추고를 만들었어요. 대추고로 고추장도 끓이고 차도 끓이고  시간나면 약밥도좀 만들어 볼까해요. 한방에서는 강장 진통  이뇨 건위  해독 등에 쓰인답니다. 위와 장의 기능이 약해 소화가 잘 안되고 기운이 없으며  식욕이 없는 사람에게 좋고  얼굴에 핏기가 없고 입술과 피부가 건조하며  때로는 불면증에 시달리고 마음이 불안한 증상에 좋습니다. 종양 및 알레르기에도 좋지만 충치나 치통  소아의 황달에는 안드시는것이 좋습니다.
시금치겉절이,겉절이가 생각 나신다면 배추가 아닌 시금치로 겉절이를 만들어 보세요~ 겨울 시금치가 다른 계절보다 단맛이나 영양이 좋아져서 겉절이를하면 맛있어요.
강된장,맛이 감동적인 시골된장으로 만든 강된장 
봄동겉절이,쌈 싸먹고 남은 봄동을 케일쌈이랑 같이 겉절이를 해서 봄을 입안으로 불러 들여본다.
청경채김치,청경채가 있길래..조금 사들고 와서 김치양념에 버무러주었답니다
오이소박이,간단하지만 맛있는 아삭한 오이소박이입니다.
파봄동겉절이,봄동 겆절이는 다른김치에비해 비교적 쉽게 만들어먹을수도있고.. 배추맛도 꼬수운지라.. 묵은지맛에 질려갈때쯤 우리들 입맛을 자극시켜주는 아주 맛있는 반찬이져~
깍두기,간단하게 깍뚝  깍뚝 썰어서 새우젓과 고춧가루  설탕  마늘만 넣고 설렁설렁 만드는 깍뚜기를 소개합니다.
약고추장,봄철이다 보니..쌈채소도 많이 나오고.. 뭐니뭐니 해도..양배추가 참 많이 싸졌네요. 이럴땐 맛난 쌈장이나 고추장만 있음.. 별반찬이 필요없어요~
양파김치,요즘 장에 나가 보면 동글동글 달콤한 맛이 느껴지는 햇양파가 많이 나와 있는 걸 볼 수가 있답니다. 햇양파는 비타민과 칼슘을 비롯하여 무기질을 많이 함유하고 있다고 하지요. 양파는 날것으로 먹기도 하지만 볶음요리나 고기요리를 할 때 사용하기도 하지요. 색다른 김치의 맛을 느껴보시라고 아삭아삭 달콤한 맛이 좋은 햇양파를 이용해 양파김치를 담가 보려고 합니다. 햇양파와 부추  김치 재료인 멸치액젓  새우젓  고춧가루 등을 함께 준비해 보았어요. 아삭아삭 달콤한 색다른 김치의 맛! 양파김치 입니다.
알타리김치,알타리로 김치 담궜어요. 야들야들한 맛이 있어서 생으로 먹어도 넘 맛있더라구요.
파김치,초보자도 간단하게 할 수 있는 파김치~
오이소박이,아삭아삭한 오이소박이 ~~
오이소박이,이래저래 바쁘단 핑계로 미루고 미루다가... 텃밭의 열무도 너무 크면 안되겠다 싶어.... 역시나 내 스타일대로 한번에 해치우기로 하고 날 잡았다...ㅋㅋㅋ
수박열무물김치,국물 자작한 열무물김치를 자주 담그는데요. 특이하게 육수를 수박즙을 사용해서 만들어 보았답니다. 함께 만들어 보아요~
배추겉절이,참기름냄새 솔솔나는 금방버무려 ~ 먹는 배추겉절이 ~
양배추김치,달달하고 아삭한 양배추의 맛이 좋은 양배추 겉절이입니다.
총각김치,짜지도 않고  맵지도 않고... 내입에 딱 ~~ 맞는 총각김치 ~~~ 맛있는 총각김치... 담아 드셔보세요 ~~
양파소박이,아삭아삭한 맛이 너무 좋은 달큰한 양파김치 ~ 드셔보세요 ~
토마토고추장,상큼한 토마토로 만든 고추장
감자열무물김치,특별히 밀가루 풀을 쑤지 않고 삶은 감자를 넣고 만들었습니다. 감자를 넣으면 더 고소한 맛이 나는 것 같아서 전 주로 여름철에는 감자를 이용합니다.
양상추겉절이,한식당에서 비빔밥 먹을때 찬으로 먹었던 맛의 기억을 불러와서 만든 양상추 겉절이. 고추장이 매웠는데 요것이 매워하는 입안을 달래주어서 맛나게 잘먹었던 날이 생각나서 올려봅니다.
부추김치,큰아이가 부침개는 워낙좋아해서 부침개나 만들어주려고 사다둔 부추한단~ 하지만 기껏 다욧 시작했는데 부침개를 만들어주면 안될거같아 걍 부추김치로 만들었답니다..
고구마순김치,고구마순으로 나물만 만들지 마시공 김치도 한번 만들어 보세용~ 아삭아삭한것이 입에 착착 감깁니당~
참치쌈장,기존의 참치쌈장에 두부와 마늘을 넣어 만들어 봤는데요. 무척이나 부드럽고~ 담백한 맛이 좋은것 같아요.
양배추겉절이,비싼 배추대신 양배추로 겉절이 만들어 간단반찬을 만들어 보아요. 
쇠고기볶음고추장,입맛없을땐 흰쌀밥에 볶음고추장만 넣고 쓱쓱 비벼 먹어도 한그릇 뚝딱~
얼갈이김치,연한 얼가리로 시원한 배추김치를 만들었어요~ 밥에 얹어도 비빔면에 곁들여도 딱 좋은 얼갈이 김치랍니다.
오징어젓갈,밥과 잘 어울리는 오징어젓 무침입니다.
무김치,배추김치에 비해 만들기도 간편한 무채김치입니다.
강된장,짭쪼름하면서 씹히는 맛이 좋은 강된장입니다.
