MENU_NAME,DATA
김치감자샐러드,감자와 마요네즈를 곁들여 샐러드를 만들어보았습니다. 김치와 야채를 아삭함과 감자와 마요네즈의 부드러움이 입안을 싸악 감싸는데 먹는 기쁨이 이런거구나 하고 느꼈답니다. 야채를 익히지 않아 아주 아삭아삭해요.
닭가슴살겨자냉채,오늘은 입맛살려주는 냉채요리를 해볼까해요~ 점점 날씨가 더워지고 있어요~ 이럴때는 입맛을 잃기 쉽죠!! 입맛살리는데는 새콤달콤한 요리가 최고죠!! 그래서 유현맘이 닭가슴살 냉채를 준비했답니당~ 닭가슴살 겨자 냉채 &무말이 냉채에요~ 유현맘의 요리로 입맛잃으셨던 분들 입맛 찾으셨으면 좋겠어요~~
코울슬로,싱싱하고 맛나보이는 파프리카를 상큼하게 먹고 싶었어요 게다가 이렇게 좋은 야채들을 아이들과 함께 먹고 싶어지더라구요. 그래서 좋은 메뉴가 무얼까 생각하다가 패스트푸드점의 코울슬로가 생각이 났어요. 어렵지도 않아 금방 뚝딱 만들었구요. 양배추가 없어서 집에 있는 쌈배추로 대신했답니다. 코울슬로 ~ 이제 집에서 즐겨보실까요? 
두부샐러드,맛있는 < 얼큰 두부 샐러드 > 레시피를 지금부터 한번 올려 볼게용 ~ 열라 간단하구 맛있으니까 ~ 자주자주들 해 먹으삼 ~ < 게다가 두부랑 야채는 몸에도 쪼아용 ~ 흐흐흐 >
구운가지샐러드,비타민이 풍부한 채소와 담백하고 고소한 참치  그리고 제철 채소인 가지를 구워 풍미를 더하고 거기에 상큼한 요거트 드레싱을 곁들인 건강한 샐러드를 만들어 보았어요.
훈제연어샐러드,시원하고 담백하게~ 연어의 맛을 그대로 살린 이탈리안 드레싱을 곁들인 연어 샐러드예요. 훈제연어를 맛있게 먹는 또 한 가지 방법은 이탈리안 드레싱을 뿌려서 먹는 것이예요. 올리브 오일의 깔끔함이 훈제 연어의 맛을 확~ 살려 주거든요.
닭가슴살군고구마샐러드,웰빙 식재료인 달콤한 고구마와 닭가슴살의 만남~~ 오늘은 영양만점 두 재료를 가지고 샐러드를 만들어 볼까해요~ 요 고구마도 며칠전 시어머니께서 싸주셨던 고구마랍니당~ 고구마는 찐것을 이용해도 되지만 저는 구워놓은 고구마를 이용했어요~ 군고구마 향이 더해져서 더욱 맛있더라구요
파스타샐러드,파스타 쿨 샐러드랍니다. 특히 소녀들에게는 최고의 파스타. 소녀들을 위한 파스타 쿨 샐러드 함께 만들어 보아요.
전복샐러드,전복으로 초샐러드를 해봤어요. 여름에 먹기에 딱 좋을 메뉴인거 같아요. 샐러드도 먹고 전복도 먹고 술안주로도  집들이 메뉴로도 좋을거 같습니다.
닭가슴살파프리카샐러드,여름엔 무조건 간단하게 2탄  닭가슴살 파프리카 샐러드에요 약간 보랏빛이 도는 샐러드 군침이 마구마구 도시죠? 어떻게 보면 간단하지 않을수도 있는데 닭가슴살만 삶아 찢어놓으면 그리 어려운게 없기에 간단하다고 표현을 해봤어요 닭가슴살로 칼로리 낮추면서 육류를 즐기고 파프리카랑 야채를 넣어서 아삭하게 만든 샐러드 소스를 차갑게 해서 시원하게 즐기세요 닭가슴살도 찢어서 냉장고에 몇시간 두세요 그럼 냉채같은 샐러드를 즐기실수 있어요 ~
코울슬로,보기만 해도 푸릇푸릇 산뜻한 코울슬로예요.
닭가슴살샐러드,상큼하고 가볍게 즐기는 닭가슴살샐러드입니다~
맛살냉채,가지를 볶아만 드셨다면 이렇게 한번 드셔보세요~
새우샐러드,다이어트 하시는 분들에게 좋은 저칼로리의 상큼한 이탈리안 드레싱으로 만든 새우샐러드~
배샐러드,배를 가지고 어떻게 요리를 해볼까 고민하다가 샐러드를 만들었지요.
배냉채,만들기 엄청 간단하고 노력대비 효과만점의 냉채요리이지요. 손님상 전채요리로도 반찬이 마땅히 없을 때 밥상에 올리면 좋은 요리에요.
밤샐러드,상큼한 알밤 샐러드입니다.
두부샐러드,아삭아삭 부드러운 생식두부샐러드~
리코타치즈샐러드,우유로 만든 리코타치즈와 갖가지 채소를 곁들인 리코타치즈샐러드예요. 새콤하게 간이 된 발사믹 드레싱을 뿌려내 다른 메뉴와도 곁들여 먹을 수 있는 입맛을 돋구어주는 메뉴랍니다. 
감자마카로니샐러드,오늘은 마카로니를 부드럽게 익혀서 삶은 감자와 함께 감자샐러드를 만들어 보았는데요. 부드러운 감자와 함께 씹히는 마카로니의 질감이 괜찮은 것같아요.
마카로니샐러드,남이 해서 주면 더욱 맛있는 음식 중에 하나가 바로 이 마카로니 샐러드 또 가끔 식당에 가면 나오는데  그럴때 어쩌다가 먹어주면 맛있는 것이기도 하지요. 집에서도 맛있게 만들어 먹는 방법을 소개할까 해요.
두부버섯샐러드,두부의 맛과 버섯의 자연스러운 맛을 가장 잘 살려낸 음식  두부버섯샐러드입니다.
고구마옥수수샐러드,고구마를 쪄서 가운데를 파고 촉촉한 샐러드를 담으니 샐러드소스가 고구마 속으로 스며들어서 목이 메이지도 않게 술술 잘 넘어가네요. 다이어트를 하시는 분들에게는 칼로리도 낮고  섬유질도 많고. 신경을 안정시켜주는 성분도 들어있어서 참 좋을것 같아요.
감자샐러드,보통 샐러드는 차가운 상태로 먹는 cool 샐러드인데  이건 감자를 따끈하게 익혀서 만드는 따끈한 샐럿이지요. 홀그레인 머스타드가 잔뜩 들어가서 특유의 겨자향과 맛과 씨겨자 씹는 맛이 훌륭하답니다.
시리얼샐러드,늘 먹는 샐러드에 씨리얼을 솔솔... 씨리얼이 들어간 상큼한 유자 요구르트 드레싱을 넣은 샐러드....^^
씨리얼오믈렛샐러드,샐러드가 담긴 접시에 오믈렛을 담고 그 위에 씨리얼을 뿌려 샐러드소스를 곁들이면 한 접시에서 한 끼 식사를 해결할 수 있어서 좋은 것 같아요. 씨리얼 속의 탄수화물  계란의 단백질.. 그리고 무기질과 비타민이 들어있는 샐러드. 이 세 가지의 재료가 맛궁합과 영양궁합까지 모두 삼박자가 잘 맞네요.
멕시칸샐러드,삶아둔 닭가슴살을 조금 뜯어서 멕시칸샐러드를 만들었어요.
아스파라거스샐러드,올리브 오일로 만든 산뜻하고 건강한 드레싱... 올리브 오일과 가장 잘 어울리는 토마토를 함께 이용해 드레싱을 만들어 보았어요.... 아스파라거스와 버섯을 이용한 건강 샐러드......^^
커리치킨샐러드,그린 올리브 발사믹 드레싱을 곁들인 그릴드 커리 치킨구이 샐러드입니다.
치즈샐러드,집에서 만든 신선한 후레쉬 코티지 치즈. 집에서도 치즈를 만들수 있다니 마트에서 파는 슬라이스치즈나 고급치즈는 아니더라도  만드는 방법은 정말 간단한데 신선하고 고소한 맛이 일품이에요.
감자샐러드,크리스마스에 식탁에 올려 테이블장식도 하고 맛있게 먹을 수 있는 크리스마스 트리를 만들어 봤어요. 재료도 간단하고 만드는법도 간편하니까 크리스마스에 만드셔서 식탁에 올려보세요.
요구르트샐러드,애플캐비지 요구르트 샐러드입니다. 야채만 들어가고 소스도 요구르트가 들어가서 새콤달콤~좋아요.
과일샐러드,상큼한 요거트 드레싱을 곁들인 가볍게 먹을수 있는 과일샐러드입니다.
참나물샐러드,부드러운 돼지안심구이와 참나물 샐러드입니다.
해초샐러드,하루사메라고 들어 보셨나요? 하루사메(はるさめ)는 우리말로 봄비라는 뜻인데요. 일본식 당면이라고 생각하시면 빠를것 같아요. 주로 녹두나 감자전분이 주성분인 하루사메는 칼로리도 낮고 깔끔해서 샤브샤브나 스키야키  국물요리나 각종 샐러드에 많이 사용한다고 해요. 미쯔칸 하루사메로 전 상큼한 하루사메 해초 샐러드를 만들어 보았어요. 드레싱도 만들 필요 없이 상큼한 미쯔칸 유자폰즈소스를 사용 했답니다.
딸기샐러드,상큼한 딸기샐러드입니다. 부드럽고 살찔 염려 없는 요거트 드레싱에 먹으니 정말 상콤하니 맛있었어요~
단호박마카로니샐러드,손님 초대 요리를 하실때 만들어 상차림을 하시면 색도 곱고 달큰하고 맛있어서 특히 여성분들에게 사랑받는 샐러드 입니다. 단호박을 으깨서 소스와 함께 넣고 버무리면 마요네즈를 줄일 수 있어서 느끼하지않고 마카로니가 들어가서 포만감을 주어 간단하게 한끼식사도 가능 합니다.
치킨샐러드,그냥 밍밍한 야채나 과일로 만든 샐러드보다는 금방 튀겨낸 닭살을 얹어내면 고소함과 상큼함을 한꺼번에 즐길 수 있지요. 더구나 닭살에는 머스터드 소스가 환상궁합이고요. 한 끼 식사로도 충분하답니다.
고구마샐러드,먹고나면.. 입안도 상쾌하고.. 웬지 혈관이 깨끗해지고 피도 슝슝 잘 흐를 것 같아요. 몸이 가벼워지는 스위티 고구마샐러드입니다!
지중해샐러드,지중해식 건강샐러드 토마토 브로콜리 샐러드입니다.
해파리냉채,새콤  달콤  매콤한 해파리냉채는입맛을 돋궈주는 전채요리로 좋지요. 마늘소스의 톡~쏘는 새콤달콤한 맛이 입맛을 돋궈주지요. 만들기도 간단하면서 이쁘게 담아놓으면 눈도 즐겁게 해주는 요리입니다. 
바나나땅콩샐러드,이렇게 여러 과일과 견과류로 샐러드를 만들면 한 끼 식사로 충분하고 과일을 맘껏 먹을 수 있어서 좋더라구요. 어제 낮에 만들어먹은 샐러드입니다. 바나나를 듬뿍 넣고 파인애플과 양상추  토마토와 견과류를 넣어 피넛버터드레싱을 뿌렸더니 고소하니 맛있더라구요.
돈까스샐러드,향긋한 애플 소스 듬뿍~ 돈까스 샐러드 만들어볼게요
코울슬로,
귤샐러드,상큼한 귤샐러드 입니다.
쌀국수샐러드,아삭아삭 봄이 오는 소리 타이풍 해산물 쌀국수 샐러드입니다.
쑥튀김샐러드,아직은 어린 쑥이라 향이 그리 진하지 않지만.. 입 안에서 느껴지는 은근한 향이 오래 도록 남네요. 상큼하게 봄이 느껴지는 쑥샐러드 만들어 보세요.
훈제오리딸기샐러드,황사에 좋은 훈제오리를 이용해서 딸기 샐러드를 만들어봤어요. 훈제오리의 간간함과 제철과일 딸기  그리고 푸릇푸릇 가득한 채소들 덕에 황사 뿐 아니라 봄철 춘곤증도 이겨낼수 있을꺼같죠? (이건 제생각입니다)
요그르트생과일샐러드,아침밥 고민하세요? 봉식이가 제안하는~ 요구르트 생과일 샐러드 딸기 두부 쉐이크 & 바나나 두부 쉐이크 만들기도 쉽고 먹기에도 부담되지않은~ 깔끔하고 든든한 샐러드와 건강 음료입니다.
토마토파스타샐러드,바질향이 그윽한 토마토 파스타샐러드
고구마샐러드,오늘은 달콤한 고구마 샐러드를 만들어보았답니다. 섬유질이 많은 고구마로 만들어서 소화가 잘되고 달콤하니 부드러워 아이들도 잘 먹는 고구마 샐러드 올려볼게요~~
부추참치샐러드,향긋한 부추와 참치를 애피타이저로 부추참치 샐러드입니다.
토마토양상추샐러드,
샐러드,샐러드 한 대접 만들어 가족끼리 옹기종기 머리 맞대고 밥상 위에서 행복을 나눠보세요. 홀로 외로이 거주하는 자취생분들  직장인분들은 혼자산다는 이유로 과일이나 채소를 섭취할 기회가 적잖아요. 날잡아서 양상추와 채소 과일..그동안 필요한 비타민c 충전도 할겸 장보러 가세요.
마카로니샐러드,큰 수저로 팍팍 퍼먹어야 맛있눙 마카로니 샐러드. 느끼한거 별로 좋아하지 않는 저로썬 어떻게 먹나 싶다가도 요 마카로니 샐러드는 자꾸 손이 가게 되더라구요. 은근 중독성 있는 마카로니. 함께 먹어요.
깻잎수삼냉채,보양식으로도 좋은 깻잎수삼냉채입니다.
버섯샐러드,버섯과 채소를 그대로 구워구워~ 소스를 뿌려서 먹는 간단한 요리! 단순한 요리인데 그릴 자국 모양을 내주니깐  훨씬 있어 보이는군요... 먹음직도 해보이고 말이죠~
감자오이샐러드,쉬운과정이지만 맛은 좋은 누구나 좋아하는 감자오이샐러드입니다.
과일치즈꼬치,아이들 영양간식 과일 치즈 꼬치입니다.
파프리카컵샐러드,아삭한 파프리카와 부드러운 감자 고구마 샐러드가만난 파프리카컵 샐러드 입니다.
콘샐러드,콘샐러드 만드는거 생각보다 간단해요. 피망  양파  스위트콘만 있으면 초간단 콘샐러드 완성 입니다.
해파리냉채,해파리 냉채는 해파리가 씹히는 맛이 특색 있어요. 꼬들꼬들 씹히는 소리가 재미 있거든요~ 겨자 소스에 무쳐 먹으면  새콤한 맛이 입맛을 살려 준답니다. 요즘 먹으면 입맛을 살려주고 개운하게 드실 수 있을 것 같아서 소개해 드려요~
해파리냉채,새콤달콤 톡쏘는 맛이 일품인 해파리 냉채. 톡쏘는 겨자소스를 뿌려 먹으면 달아난 입맛잡기 한방에 성공.
감자샐러드,쉽게 구할 수 있는 재료들을 이용해 감자샐러드를 만들어 보아요. 특별한 재료가 들어가지 않아도 항상 반응이 좋았던 샐러드랍니다. 냉장고에 남은 채소를 이용해 만들 수 있어서 더 좋은것 같아요. 넉넉히 만들어 두었다가 샌드위치 속으로 이용해도 좋구요.
감자샐러드,간식으로도 한끼 식사로도 좋은 감자 샐러드 만들기 입니다. 
해파리냉채,새콤하게 입맛 살리는 여름메뉴 해파리냉채 입니다.
과일요거트샐러드,요 제철 과일 몇가지로 과일 요거트 샐러드를 만들어 봤어요~ 만들기는 너무나 쉽지만 그 맛은 새콤 달콤 아삭아삭  얼마나 맛있는지 몰라요.
닭가슴살야채말이,닭가슴살은 칼로리가 낮아서 다이어트에 좋다니까 야채랑 같이 드시면 다이어트식도 되고 모양이 이뻐서 손님 접대용으로도 괜찮을 것 같아요. 만드는 것도 간단하구요. 단 다이어트식으로 드시려면 치즈는 빼주시는게 좋을 것 같네요.
샐러드,아삭아삭 샐러드 만들어 먹었어요~ 드레싱은 키위를 이용했어요.
새우야채샐러드,귤드레싱 새우야채 샐러드입니다.
식빵컵감자샐러드,겉은 바삭바삭하고 속은 부트러운 식빵컵 감자 샐러드입니다~
샐러드,제철 과일들과 아삭한 파프리카  담백한 치즈로 맛있는 샐러드 만들어 봤어요. 저칼로리 디저트로 아주 그만인것 같아요. 백도와 자두 드레싱이 상큼한 맛을 더해 주구요~ 담백하고 고소한 치즈 맛 때문에 더 맛있는 샐러드가 된것 같아요.
케이준치킨샐러드,제가 닭의 부위중에서도 닭 가슴살을 제일 좋아한답니다. 삼계탕을 끓여도 닭가슴살부터 먼저 먹을 정도인데요. 닭 가슴살을 보니 아이 간식으로 활용하면 좋을것 같다는 생각이 들더군요.
닭겨자냉채,닭가슴살을 가볍게 그리고 간편하면서 맛있게  양념도 최소화 해서 쉽게 만들어 드시는 음식이예요. 여러분들도 간편하게 만들어 잡솨 보세욤.
브로콜리새우샐러드,아삭한브로콜리와 새콤한 우유드레싱 브로콜리새우 샐러드입니다.
차돌박이샐러드,차돌박이는 조금 기름지니까 야채랑 먹어야겠다는 생각에 만들어본 야채와 함께 즐기는 상큼한 차돌박이 샐러드입니다.
야채과일샐러드,각종 야채와 귤을 섞어 만들어 새콤달콤한 샐러드예요. 옥수수와 계란을 넣어 담백하고 샐러드만 먹어도 든든하면서도 배부른 식사대용용 샐러드예요. 머스타드소스와 마요네즈를 버물려져 각종 야채와 과일이 한 데 잘어울리고  더욱 감칠맛이 뛰어나요.
과일사라다,집에 과일은 많으나 워낙 과일을 즐기지 않는 울 가족은 한번에 없애기를 좋아합니다. 그럴 땐 사라다가 제격이죠. 늦은 밤에 마요네즈는 칼로리가 부담스러워서 요구르트 음료로 드레싱을 했답니다. 마요네즈 사라다보다는 칼로리 걱정이 덜 되는 사라다에요. 먹고나니 은근 든든한 것이 식사대용으로도 좋겠더라구요.
닭가슴살냉채,닭가슴살로 만든 맛있는 요리 닭가슴살깨소스냉채입니다.
샐러드,상큼한 허니 머스터드 소스에 버무린 맥시칸 샐러드를 해봤어요~ 요건 간식으로도 괜찮고 술안주나 반찬으로 먹어도 손색이 없고 상큼한맛이 아주 좋은 샐러드 입니다.
라이스페이퍼말이,닭고기에 과일향이 가득 닭고기라이스페이퍼말이입니다.
감자샐러드,집에 감자가 많아서 샐러드를 만들었어요. 오랫만에 감자샐러드가 먹고 싶어져서요. 전 샐러드 중에서 젤 만만하고 맛있는게 감자샐러드 같아요. 다른 야채 샐러드도 간편하고 맛있지만 요건 반찬으로도 먹을수 있고  먹으면 든든해서 출출할 때 간식으로도 좋잖아요. 거기다 만들어 놓으면 금방 없어져서 울집 감자의 소비촉진에도 도움이 되네요
브로콜리된장샐러드,된장이 들어간 브로콜리된장샐러드입니다.
시금치단감샐러드,냉장고 뒤져봐도 별로 먹거리가 없고 몇일전 김밥싸먹고 남은 시금치가 조금 있어서 그중에 좀 넉넉하게 있는 단감과 같이 샐러드를 만들어 보았네요~ 
고구마샐러드,달콤한 고구마와 사과  단감이 어우러져 달콤하면서도 부드럽고 씹히는 식감이 좋은 고구마샐러드입니다.
치킨상추샐러드,고소한 치킨이 들어가 든든한 치킨상추 샐러드입니다.
콩나물맛살샐러드,고소  상큼  매콤  풋풋한 복합적인 맛의 샐러드 콩나물맛살샐러드입니다.
샐러드,톡톡 튀는 날치알과 고소하면서 부드러운 아보카도의 만남 아보카도 김말이와 샐러드입니다.
요거트과일샐러드,상큼한 야콘 과일샐러드입니다.
삼겹살샐러드,초간단 요리 삼겹살샐러드입니다.
치킨치즈샐러드,든든하게 먹는 그릴드치킨 파마산 치즈샐러드입니다.
소고기구이그린샐러드,입안이 행복해지는 소고기구이 그린샐러드입니다.
치킨샐러드,바삭하고 고소한 후라이드 치킨샐러드입니다.
마카로니메추리알샐러드,집에있는 재료들로 간단하게 만들어본 마카로니 메추리알 샐러드예요.
닭고기냉채,시원스럽게 뚫려지는 매콤함  놓치고 싶지 않는 단 맛  은은한 향을 자랑하는 싱그런 맛까지 닭고기냉채입니다.
단호박감자샐러드,든든하고 부드러운 단호박감자 샐러드입니다.
훈제오리샐러드,훈제오리와 상큼한 오미자레몬소스가 만나 가볍게 즐기는 샐러드입니다.
카프리제샐러드,생 모짜렐라치즈와 토마토만 있다면 가정에서도 손쉽게 만들수 있는 메뉴로 상큼하고 깔끔한 맛에 다소 느끼해 질수 있는 파티메뉴에 상큼함을 선사하는 스페셜 메뉴라죠~
식빵컵샐러드,간단하게 와인안주가 필요하면 만들어주는 메뉴중에 하나가 바로 식빵컵샐러드 따로 접시가 필요없고.. 다양한 셋팅이 필요로 하지 않으니.. 만들어두면 모양도 이쁘도 맛도..좋고.. 재미있기도 해서 자주 만들게 되는 메뉴중에 하나입니다.
새우감자샐러드,새우의 담백하고 졸깃한 맛과 감자의 부드러움이 잘 어울리고 사과드레싱이 아주 상큼달콤해서 정말 맛있어요.
샐러드, 찍먹vs부먹 어떤걸 선택하세요? 이 레시피는 소스를 찍어먹는 샐러드입니다.
만두피컵참치샐러드,특별하게 먹는 만두피 컵 참치샐러드입니다.
밤넛트컵샐러드,바삭한 춘권피가 어우러진 알밤 넛트 컵샐러드입니다.
샐러드,오돌오돌 씹는맛이 있는 천사채샐러드입니다.
콘샐러드,만들기도 쉬우면서 맛까지 좋은 콘슬로 샐러드~
훈제오리냉채,유황오리 훈제를 주말에 바로 요리해봤어요~ 무얼할까 막~~고민하다 상큼하게 즐길수 있는 겨자소스냉채가 떠오르더라구요.
닭겨자채,더운 여름에 어울리는 음식 하나가 겨자채입니다. 고기음식에 겨자를 곁들이면 맛도 좋고 개운한 맛까지 즐길수가 있습니다. 
과일샐러드,초간단 과일샐러드입니다.
멕시칸샐러드,추억의 멕시칸샐러드입니다.
닭가슴살샐러드,술안주로도 전혀 손색이 없었던 닭가슴살 매콤 샐러드에요.
오리훈제샐러드,야채들과 오리엔탈 드레싱이 어우러진 오리훈제샐러드~ 깔끔하게 먹을 수 있는 오리훈제샐러드예요. 아이들도 어른들도 모두 부담없이 먹을 수 있는 것 같아요.
수란,아침에 정말 부담없는 식단이다. 기름에 튀기지 않은 수란과 아스파라거스베이컨말이의 짭조름함 그리고 상큼한 토마토 까지 너무나 환상적이다. 토마토에 넣은 간장 소소는 음 ~~ 우리나라식 발사믹 소스랄까 ? 색과 맛도 발사믹 소스랑 비슷하다.
감자샐러드,오늘 아침은 아주 간단한 감자 샐러드 ... 어제 저녁에 미리 만들어 두었다가 냉장고에 꺼내서 베이컨만 구워 같이 먹었죠!! 조금 다른 방식으로 만들어 봤는데  상큼 하니 좀 괜찮은 듯 !!
허브닭가슴살샐러드,허브향 담은 닭가슴살  깔끔한 오리엔탈 드레싱과 함께한 허브 닭가슴살 샐러드 만들기입니다.
새우샐러드,상큼한 귤드레싱 얹은 새우후르츠샐러드입니다.
감자마카로니샐러드,아삭한 사과가 씹혀 느끼하지 않은 감자샐러드입니다.
새우튀김샐러드,간장도 아니고 텁텁한 마요네즈나 겨자도 아닌 액젓 소스가 들어가서 그런지 무척 개운하고 밥반찬으로도 손색이 없었어요.
카르파쵸,깔끔한 매력의 연어샐러드... 화이트와인과 환상적인 조화인 연어샐러드는... 밤늦게 먹어도 부담스럽지않아... 우리집 단골 메뉴입니다... 연어샐러드는... 너무 간단해서... 10분도 안 걸리는 초스피드메뉴이기도 하지요...
곶감샐러드,설 명절 오기전에 곶감 체험단에 뽑힌 후 남은 곶감을 팩에 넣어 냉동실에 보관 해 놓고 한 두개씩 꺼내먹곤 하는데요. 오늘은 곶감을 이용해 샐러드를 만들어 먹고 나왔어요. 싱싱한 야채들과 파프리카 달달한 곶감 까지... 정말 맛있게 다 비우고 나왔어요. 오늘 정말 날씨도 좋던데  봄이 성큼 온 기분이에요. 이제 아침 식단도 좀 싱그럽게 차려봐야겠어요. 계속 이런 날씨면 정말 좋겠네요. 근데 내일 부터 비가 온다고 하니까 다들 감기 조심하시고요. ^^
샐러드,버섯향을 그대로 내몸안에~ 모둠버섯 그릴샐러드입니다. 한입만 먹어도 건강해지는 느낌이 들어요.
감자샐러드,땅콩 마요네즈로 만든 자색감자 샐러드
닭가슴살샐러드,닭가슴살 샐러드와 간단한 딥(dip) 두가지입니다.
닭가슴살치킨샐러드,닭가슴살 튀겨 주면서 저도 먹으려고 치킨샐러드 만들었어요~ 튀기는거라 많이 먹긴 부담스럽고 배는 채워야겠고~ 요럴 때 딱 좋은게 샐러드 아닌가 싶어요~
당근샐러드,아이들도 좋아할 요거트드레싱의 당근샐러드 만들기 입니다.
웜샐러드,토마토를 구워서 따뜻하게 먹는 토마토웜샐러드입니다.
과일사라다,갖가지 컬러의 상큼한 과일들과 고소한 마요네즈를 무쳐낸 과일샐러드  과일사라다예요. 
자반고등어샐러드,상추겉절이 위에 바삭하게 구운 고등어를 올려놓으니..겉절이가..한국식 샐러드가 되었네요.
닭다리살샐러드,싱싱한 양상추가 있어서 닭다리를 가지고 샐러드를 만들었습니다. 아무래도 닭다리살이 닭가슴살보다는 부드러워서 아이들이 너무 잘 먹는답니다.
두부샐러드,
훈제닭가슴살파인애플샐러드,상큼달콤한 훈제닭가슴살파인애플샐러드입니다.
참치버섯샐러드,오늘은 특별한 재료도 없이 준비되어있는 재료로 간단하게 만들 수 있는 샐러드예요~ 특별한 과정도 생략하고 간단하게 만들 수 있어서 좋답니다.
사과샐러드,사과는 아삭아삭 달콤하고 오이는 시원하고 또 건포도는 쫄깃하구요. 플레인 요구르트로 버무려서 느끼하지도 않고 상큼하니 정말 맛있답니다.
돌나물샐러드,봄향기 가득~ 돌나물 고추장소스 샐러드 레시피를 소개합니다! 
삼치구이샐러드,샐러드 만들때  일반적으로 닭고기를 튀기거나 스테이크를 구워서 샐러드에 많이들 이용하시지요? 전 저번에 고등어구워서 겉절이와 함께 먹으니 너무 맛있더라구요.. 그래서 오늘은 삼치를 노릇노릇..바삭하게 구워 모듬쌈에 채소에 곁들여 삼치구이샐러드를 만들었답니다.
또띠아돌나물샐러드,돌나물은 비타민C가 풍부하고 칼슘은 우유의 2배나 된대요~ 수박보가 수분함량이 높아 건조해진 피부의 보습에도 좋대요~ 돌나물과 또띠아를 바삭하게 튀겨 올리고 고소한 깨와땅콩을 섞은 드레싱을 솔솔 뿌려 먹으면 와우 고소하고 바삭하고 아삭하답니다~ 봄맞이 샐러드 또띠아 돌나물샐러드 만나보세요~
과일샐러드,블루베리찰금 자체가 향긋한 향과 달콤한 맛이라 과일샐러드와 잘 어울리고 기분만은 화사한 봄을 떠 올릴만큼 색과 맛이 조화로운 샐러드였습니다. 
파프리카샐러드,간단하게 만들어 먹는 돌나물 파프리카샐러드입니다. 초고추장에만 해먹던 돌나물요리!! 이젠 상콤하게 즐기세요.
연두부샐러드,부드러운 연두부가 맛있는 건강한 샐러드입니다.
