MENU_NAME,DATA
닭개장,얼큰한 육개장을 먹고 너무 맛나 입맛 쩝쩝 또 다시던 중 문득 냉장고에 영계 사다둔게 생각나드라구요. 오랜만에 닭개장을 얼큰하게 끓였답니다.
순대전골,냉동고에 지난번에 사골곰탕 끓여 얼려둔 사골육수... 요긴하게 여러가지 국물요리에 쓰고 한팩이 남아.. 봄비가 내린 후 잠시 쌀쌀한 오후.. 뜨끈한전골이 생각나게 하네요~ 마트 들려 이것저것 사다 눈에 띤..순대집.. 순대전골 해 먹으려고 3천원치 사들고 룰루랄라~집으로... 얼큰하고 뜨끈한 순대전골.. 한끼 해결하는데두 좋치만 술안주...쏘주 한잔 기가 막히죠~ 이슬이두 1병 추가... 집으로 오는 발걸음에 힘 무지 들어갔답니다..ㅋㅌ
닭매운탕,오랜만에 재래시장을 가 보니 생닭 값이 내렸네요~ 얼마전까지 재래시장에서도 생닭 한마리 6천원씩 하드라구요.. 마트가믄 더 쌀려나 해서 대형마트 가서두 7~8원대... 그래서 잠시동안 닭요리를 못해 먹었는데.. 오랜만에 닭 한마리 큰걸루 모셔왔어요.. 쫄깃하게 닭매운탕 해 먹을려고요~ㅎ 닭매운찜과 달리 국물을 더 많이 하는게 닭매운탕이랍니다.
쑥국,인근에 들판에서 물향기는 여리고 향기 좋은 예쁜 쑥을 잔뜩 뜯어 왔답니다.. 봄향기를 듬뿍 담아 이웃님들 쑥국 한그릇씩 대접할께욤~^^ 3~4월경에 새로 돋아 나오는 쑥을 뜯어다 국을 끓이면 봄철에 잃어버리기 쉬운 입맛을 돋우어 주는 쑥국..애탕(艾湯)이라고도 불러요~ 쑥에는 비타민A·C  철분 등이 많고 쌉쌀한 맛이 있어 봄철 한때의 미각식품이랍니다. 쑥국에는 쑥을 다져서 완자를 빚어 끓이는 방법과 일반적으로 우리가 먹는 쑥을 생긴 모양 그대로 넣고 콩가루에 버무려 끓이는 방법 등 2가지가 있어요. 오늘은 애탕 끓이는 방법으로~
뼈다귀감자탕,기운 없을 때나 몸보신 할 때 정말 좋은 시래기나 우거지 등을 넣어서 끓인 뼈다귀 감자탕. 뼈다귀 감자탕은 돼지등뼈의 잡냄새만 깨끗이 제거해 주면 집에서도 밖에서 사먹는거 못지 않은 감자탕을 만드실 수 있답니다.
모시조개순두부탕,이제 슬슬 날씨가 더워지기 시작하면 곧~여름이겠ㅉㅛ~ 아직까진 강원도 원주엔 그리 덥다는 생각이 들진 않치만..^^ 제가 덥디 더운 대구를 살다 와서 그런쥐..웬만한 더위에선 덥다 느끼진 못했답니다.. 강원도중 원주가 가장 살기 딱!!! 좋은곳인것 같아욤..날씨만으로..ㅋㅌ 더우면 불 옆에두 가기 싫은데 매번 국에.찌개에.반찬에.. 밥하는 사람들 매번 뭐먹지??? 고민~ 전 그게 더운 여름이믄 더 심각..^^ 오늘은 간단하게 끓여 먹을수 있는 찌개에요~ 육수 따로 내지 않아두 되는 간단하게 순두부 끓이기.. 물향기랑 함께 모시조개 순두부 얼큰하게 끓여보아요~
연포탕,오늘도 딸기가용 ~ 딸기 서방님을 위하여 ~ 몸에 좋은 낙지로 ~ < 연포탕 > 을 끓여 보았어용 ~ 요즘 < 가을 낙지 > 가 정말 맛있답니당 ~
소고기콩나물두부국,소고기와 콩나물  두부까지 넣어 끓인 얼큰한 국입니다.
홍합떡국,오늘 아침에는 딸기가용 ~ 시원한 < 홍합 떡국 > 을 만들어 보았는대용 ~ 지금부터 후딱 < 포스트 > 한번 올려 볼게용 ~
열무된장국,안녕하세요? 미니유니입니다. 무엇을 올릴까 고민을 많이 했는데  한국 사람은 역시 얼큰한 국물이 제일 좋을거 같아 열무와 다대기를 만들어 넣어 된장국을 끓여보았습니다.
닭개장,요 포스트는용 ~ 며칠 전에 딸기 < 서방님 > 께서 ~ 얼큰한 < 국물 > 이 먹고 싶다구 하셔서 ~ 딸기가 만들어 본 < 닭개장 > 인대용 ~ 정말 얼큰한게 열라 맛있답니당 ~ 헤헤헤 그럼 지금부터 한번 만들어 볼게용 ~ ★
갈비탕,사랑하는 엄마를 위한 음식  갈비탕
닭볶음탕,후다닥 만드는 매콤한 닭볶음탕입니다.
삼계탕,생닭을 손질해 집에서 집에서 끓여낸 홈메이드 삼계탕이예요. 찰진 찹쌀의 맛과 몸에 좋은 재료를 푹 우려내  보양식이 따로 없어요. 
스팸두부전골,그냥 딱한마디면 되요. 시원  깔끔  칼칼  3마디네요. 오늘저녁 뭐먹을까 고민이시라구요? 그럼 스팸두부전골 강추요.
오징어백숙,오늘은 초복이에요~ 초복엔 뭐니뭐니해도 삼계탕이 최고죠~^^ 우리집 분들께서는 열이 많으셔서 인삼은 넣지 않고 대신 오징어를 넣어 오징어 영양 백숙을 준비해봤어요.
감자국,재료도 간편하면서도 맛있는 국을 즐길수 있어서 참 좋은 메뉴  매콤한 감자국입니다.
묵은지닭매운탕,울집식구들은 국물 허여멀건한 삼계탕은 별로 안좋아하고 무조건 뻘겋게 얼큰한걸 좋아하는 관계루다 국물을 넉넉하게 잡아 닭매운탕을 끓였어요.
북어국,뽀얗고 진한 국물의 맛으로 먹는 북어국입니다~
삼계탕,
탕,이까슈마로 만두탕을 만들어 봤어요~ 중국탕요리와 한국탕요리 짬뽕이라 해야하나 한끼식사겸 국물요리로 먹을수 있게끔 만들어 봤는데요. 저와 딸아이 저녁식사로 이리 만들어 먹었네요~다시육수 내는데 땀좀 뺀거 말고는 무지 간단한 요리인지라~ 요리초보님들도 육수만 잘 내면 누구나 쉽게 만드실수 있을꺼에요.
장어탕,지난 주말에 마트가서 장어를 사가지고 왔습니다 힘!! 하면 장어 만한게 없다구 ~~ 그 장어로 장어탕을 만들어봤습니다
해물순두부,즘 날씨가 제법 가을 분위기 나네욤.. 아침 저녁으로 쌀쌀하여 요즘 따끈한 찌개가 그리운 때인것 같아욤.. 매콤한 고추기름과 시원한 해물을 넣어 맛을 살린 해물 순두부 찌개여욤~
병어매운탕,언제나 맛있는 병어매운탕
홍합미역국,국물이 깔끔한 홍합미역국입니다.
새우알탕,새우알탕 입니다. 다시국물을 내서 끓여서 그런지 국물이 시원하니~ 너무 맛있게 먹었네요.
새우탕,맑은 국은 돌쟁이 호윤군까지 두루두루 맛있게 먹을수 있기에 요즘은 맑은탕을 주로 끓이려고 하거든요~ 한그릇에 푸짐하게 만들수 없는 국이 없을까 고민하다가 냉장고를 털어서 새우탕을 끓이기로 했어요~
두부탕,칼칼하고 구수한 두부맛의 극치인 맛있는 두부탕입니다.
닭볶음탕,물을 넣지 않고 양념장을 만들어 볶아준 깔끔한 닭볶음탕입니다. 고추장양념을 해서 매콤하고 맛있어요. 남녀노소 누구나 좋아하는 메뉴랍니다.
오징어무국,오징어의 쫄깃함과 호박과 무의 부드러움 그리고 얼큰함이 잘 어우러지는 국입니다.
꽃게탕,11월 정도 되면 생각나는 꽃게탕  새우도 같이 나오는 철이라 함께 넣고 끓이면 그 맛이 끝내주죠.
닭볶음탕,요즈음 날씨도 쌀쌀하니 저희집 세남자들 얼큰하거나 매콤한것이 마구마고 땡긴다고 하더랍니다. 매~~콤한 닭볶음탕을 맛있게 만들어 금방 지은 따끈한 밥과 함께 즐거운 식사를 했었답니다.
콩나물어묵국,콩나물에 어묵을 넣어 끓인 맛있는 국 소개해드려요.
김치만두전골,신김치로 뜨끈하게 만들어본 김치 만두 전골입니다.
조개미역국,달달 볶아 게조개 미역국입니다. 미역국만 있으면 밥 한 그릇 말아서 뚝딱~! 건강에도 좋고 속도 편하고~영양도 만점!!
소고기미역국,담백한 소고기미역국입니다.
만두국,오늘은 만두 파  달걀만 있으면 완성되는 따끈따끈 만둣국입니다. 국물의 감칠맛을 위해 육수를 사용해주면 좋지만 그게 안되더라도 멸치다신물도 괜찮으니깐 쇠고기 넣고 그러기 귀찮으실때 좋아요.
굴무채국,쌀쌀한 겨울이면 주로 구입해서 먹는 몸에 좋은 굴~ 김장에두 조금 넣구 굴 회루두 먹구 무침으로두 먹구..전으로두 먹구.. 굴향두 향이지만 국으로 끓여주면 개운하고 시원한맛이 몸에 활력까지 주는것 같아 좋아해욤.. 누구나 따라 할수 있는 초간단하게 끓이는 굴 국이여욤...
소고기선지국,된장냄새가 구수한 소고기선지국이랍니다. 추운 겨울에 선지국 한 그릇만 있으면 김치랑 밥 한그릇 뚝딱할 수 있지요.
육개장,뭔가 얼큰하고 뜨끈한 국물요리좀 먹고 땀을 쫙 빼내면 몸이 가뿐해질것 같아 소고기랑 버섯듬뿍넣고 육개장 끓였어요 오랜만에 끓여먹었더니 너무 맛있는게. 추운 겨울날 몸상태 제로일때 얼큰한 육개장만한것도 없을것 같아요.
굴어묵탕,집에서 어묵탕을 만들어 먹었는데요. 좀더 시원하라고 굴을 넣어 끓였는데~와웃 시원하게 목구멍으로 넘어가는게 옛날말로? 따봉이에요.
알탕,얼큰하고 시원한 알탕입니다. 뜨근하고 영양가득한 그 무엇이 그립다면 망설이지 마세요.
떡만두국,매번 김치만두는 대구서 원주로 옮기믄서 손가는일은 하기 싫어 근래에는 원주중앙시장 할머님표 김치만두를 구입해서 먹었었는데.. 모처럼 마음 먹은 김에 김치만두 만들기에 돌입... 역쉬 손맛이네욤.. 오랜만에 빚은 물향기표 김치만두..함께 빚어보실래욤..^^
굴콩나물국,속풀이에 그만인 굴 콩나물국을 준비했답니다. 맑게 끓인 국이라서 속에 자극적이지도 않고 담백하니 든든하고 해장국으로 그만이랍니다~
매생이국,이 메생이는 우주식품으로 지정될 정도로 식물성 고단백식품인데요. 건강에 좋은 강알카리성이고 비타민 미네랄이 풍부해서 간에 좋다고합니다. 저칼로리라 다이어트에도 좋고요. 피부미용  그리고 허약한 분들의 피로회복에 좋다니 간단히 만드는 메생이국 즐겨보세요.
곰국,겨울에 이만한 국 없다! 겨울철 보양식 곰국입니다.
수제비후라이드치킨전골,치킨을 시켜서 배불리 드시고 몇조각 남아있을 경우 꼭 한번 도전해보세용~~ 상상 그이상의 맛을 내준답니다~~
떡만두국,며칠전에 빚은 만두로 오늘은 떡만두국을 끓여먹었어요~~ 내일 먹으려다가 워낙 식구들이 떡만두국을 좋아해서 미리 끓여먹었죠~ㅋㅋ 내일도 또 먹을 예정이구요~ㅋㅋ 이제 2008년도 얼마 남지 않았어요~ 3시간 정도면 2009년이 찾아오네요~~~ 우와~~시간 정말 빨리가는것 같아요~~ 이제 슬슬 나이먹는게 괴로워지니 ㅋㅋㅋ 돌아와요~내청춘~~ㅋㅋ이렇게 말하면 울신랑이 늘 하는말이 있죠! 퍽이나 많이 먹었다..네가 자기 나이만 되도 좋겠다...그래요.ㅋㅋ 자~~한살 더 먹기 위한 필수 코스!! 떡국을 먹으려면 맛나게 요리를 해야겠죠^^ 떡만두국을 만들어 보겠습니다~^^
소고기샤브샤브,푸짐하게 즐기는 뜨끈한 국물요리 소고기 샤브샤브입니다.
사골떡국,사골국물로 끓인 사골떡국입니다. 소고기육수에 끓여도 맛있지만 사골국물에 끓이니 고소하니 더 맛나더라구요.
어묵탕,전 추운날씨에 제일 먼저 생각나는게 바로 어묵탕이에요~ 길거리를 지나다가 보면 김이 모락모락 나는 어묵국물과 쫄깃한 어묵을 보면 그냥 지나칠수 없더라구요~ 꼬치에 꽂아있는 어묵을 쏙쏙~~빼먹는 그 맛~ 어묵을 그렇게 먹어야 더 맛이 나는거 같아요~
뼈다귀감자탕,잡고 뜯어 먹어야 제맛인 뼈다귀 감자탕입니다.
대구지리,싱싱한 대구를 손질 해 놓고 보니~~ 얼른 지리를 끓여 먹어야 겠다는 생각이 들었어요. 새콤한 양념장에 찍어 먹는 쫄깃한 대구살과 보드라운 곤이의 맛~~
대구매운탕,보들보들 야들야들~~ 깔끔하고 얼큰한 대구 매운탕입니다.
불고기버섯전골,날씨가 추우니 계속 뜨끈한 국물만 생각이 나죠~ 불고기가 넘 먹고팠던 유현맘이 불고기와 버섯을 넣어서 전골을 준비해봤어요~ 맵지않아서 아이들과 함께 먹기 딱 좋은 메뉴죠~~ 야채와 고기를 건저 먹는 재미가 쏠쏠한 불고기 버섯전골~~ 당면만 사리로 들어갔으면 딱 좋았을텐데..집에 없는관계로 생략했어요~
해물누룽지탕,챠르르 아삭아삭 먹는 소리도 맛있고 소스에 녹말이 들어가서 잘식지 않아서 겨울에 더 맛있게 느껴지는 해물누룽지탕을 만들어 먹었어요. 해물누룽지탕은 사먹는것보다 조금 귀찮아도 집에서 만들어 먹는게 훨씬 더 맛있는것 같아요.
만두국,설날엔 시댁에서 만두를 빚어 대식구가 함께 먹으니까 만두를 좋아하는 남편과 애들이 양것 많이 먹지 못해서 일요일인 어제 만두를 빚어 온가족이 배부르게 먹었답니다~^^*
만두국,만두를 만들 때의 번거로움은 바로 만두피를 위해 반죽하고 밀고  싸는 과정인 것 같아요. 오늘은 시간이 없을 때 후다닥 만들기 좋은 아이템으로.. 누드만두를 만들었답니다
쇠고기미역국,정성들여 푹 끓인 쇠고기 미역국입니다.
만두국,설날에는 떡국도 먹지만 떡만둣국도 먹고 그냥 만둣국도 먹지요. 어렸을 적 이북에서 내려오신 조부모님 영향으로 명절에는 늘 만둣국과 녹두전을 먹었지요. 그 땐 지금보다 훨씬 추워서 만두를 만들어 밖에 내놓으면 금방 얼어붙었어요. 커다란 양푼에 만두 속재료를 만들어놓고 온가족이 만두를 빚었던 기억이 떠오르네요. 만두는 언제 먹어도 늘 맛나요.
조기매운탕,칼칼한 조기매운탕입니다.
닭도리탕,저녁 식사나 술안주로도 좋은 닭볶음탕입니다.
매생이굴떡국,국물이 시원하고 바다향이 가득한 별미인 매생이 굴 떡국입니다.
우거지된장국,깔끔하고 구수한 우거지된장국입니다.
김치콩나물해장국,
사골된장국,보통 사골국을 끓이면 많은 양이 나오지요? 냉동실에 보관을 하여 드시면서 다른국의 육수로 사용을 하면 요리가 훨신 쉬워지지요.
소고기무국,
미역국,진한 국물의 따뜻한 미역구입니다.
쇠고기무국,구수하고 깔끔한 쇠고기무국 레시피를 소개합니다!
굴두부국,무의 시원함 맛과 탱글탱글한 굴  부드러운 두부를 넣어 만든 굴두부국랍니다. 굴 특유의 시원한 국물맛을 제대로 낸다면 해장국으로도 손색이 없답니다.
쑥된장국,쑥 국은 끓이기가 정말 쉬워요. 그래서 제목을 정하면서.. 초간단 쑥국이라고 할까?? 하다가 초간단이라는 말이 좀 식상한 듯 하여..ㅎㅎ '거저먹는 쑥 된장국'이라고 적었어요.
쑥애탕국,쑥향과 소고기의 구수한 맛에서..이른 봄의 미각이 느껴지네요..
파개장,얼큰하고 뜨끈한 육개장 좋아하시는 분들이라면 대파로 간단하게 파개장 만들어 드셔보세요~
불고기버섯전골,날씨가 추우니 계속 뜨끈한 국물만 생각이 나죠~ 불고기가 넘 먹고파서 불고기와 버섯을 넣어서 전골을 준비해봤어요~ 맵지않아서 아이들과 함께 먹기 딱 좋은 메뉴죠~~야채와 고기를 건저 먹는 재미가 쏠쏠한 불고기 버섯전골~~ 당면만 사리로 들어갔으면 딱 좋았을텐데 집에 없는 관계로 생략했어요~
참치미역국,바다에서 온 건강 참치는.. 오메가-3 외에도 EPA  DHA가 풍부해 여성들은 물론 성장기 아이들에게도 아주 좋은 식품이죠~ 미역국도 고기대신 참치를 넣어 끓이면 느끼한 맛은 사라지고 고소한 맛이 강하답니다~~ 재료도 간단하고 방법도 간단한 참치미역국.. 함께 만들어볼까요~^^
샤브샤브,사실 샤브샤브는 집에서 해서 먹으면 저렴하고 푸짐한데~~ 밖에서 먹을라면 그 가격이 정말 만만치가 않아요~~ 전에 시댁 식구들과 외식을 나갔다가 너무나 비싼 가격에 눈치만 보고 많이 못 먹었던 기억이 나네요. 갖가지 채소  버섯  그리고 육류와 해산물 등등 무엇을 넣어도 좋은 샤브샤브  육수에 살포시 담가서 바로바로 익혀서 먹는 맛이 별미랍니다. 너댓 사람부터 10명 정도까지의 집들이 모임이나 손님상에 오붓하게 먹을 수 있는 음식이예요.
조랭이떡국,국을 끓이는 대신에~~ 종종 국물 많게 끓여서 먹는 국물용 조랭이떡국..... 일반 떡국도 그렇고  모양 때문에 아이들이 좋아하는 조랭이떡국도 역시나...... 가끔은 국물요리를 대신해서 끓여줄 때가 많이 있어요.... 조랭이 떡을 건져서 먹다가~~ 나중에는 남은 국물에 밥까지 말아서 먹으면 좋은...... 시원하고 구수한 멸치다시마 육수를 이용해서 간단하게 조랭이 떡국을 만드는 방법을 알려드릴게요~~^^
닭볶음탕,매콤하고 맛있는 닭볶음탕 레시피를 소개합니다!
어묵탕,길거리를 지나다가 보면 김이 모락모락 나는 어묵국물과 쫄깃한 어묵을 보면 그냥 지나칠수 없더라구요. 꼬치에 꽂아있는 어묵을 쏙쏙 빼먹는 그 맛. 어묵을 그렇게 먹어야 더 맛이 나는거 같아요. 그래서 유현맘도 흉내를 내볼까했는데 집에 꼬치가 없더라구요. 그래서 생각해낸것이 바로 젓가락이었죠. 젓가락에 어묵을 꽂아서 어묵탕을 끓여먹으면 좋겠다 싶더라구요. 저 정말 웃기죠? 원래 다 이가 없음 잇몸으로 대신하기 마련이니까 좀 웃기더래도 눈감아주시길
황태달걀국,만들기도 초간단이라 쉽고 속이 안좋을때 먹으면 확~ 풀리네요~
뚝배기계란탕,뜨끈뜨끈 부들부들 달걀찜 먹는 내내 고소한 향을 느끼실 수 있답니다. 맛있는 뚝배기 계란탕을 소개합니다!
어묵꼬치,
오리구이,으흥.. 현재 밖에 소음이 시달리는...ㅠ.ㅠ 밖에서 무슨 잔디를 깎나... 엄청난 기계소리에 괴로워.. 어쨌거나~ 방금 전 택배가 도착했어요.. 흐흐 전부터 너무나 가꼬싶었던.. 소이엔젤 아가들을 입양했다지요.. 어찌나 귀엽던지...ㅎㅎ 어여 이쁘게 사진찍고 진열해둬야겠삼. 조만간 이쁜 아가들 보여드릴게용~ 히히 오늘은 나른한 봄날 건강식으로도 좋고.. 손님상  웰빙식으로 좋은 오리구이와 부추황태무침을 만들었어요~ 주로 전 오리고기는 탕이나 오리주물럭 등.. 양념을 해서 구워먹어봤지.. 삼겹살처럼 그냥 구워서 먹는건 첨!~ 근데 돼지고기보다 더 부드러운 육질에.. 맛도 돼지고기랑 똑같고... 하지만 몸엔 오리고기가 더 좋고.. 그렇담 둘 중 무얼 드시겠어요? 전 삼겹살 마니아기도 하지만. 돼지기름은 정말 몸에 안좋잖아요ㅠ.ㅠ 그래서 이번에 큰맘먹고 삼겹살 줄이고~ 오리고기를 사다 먹으려구요~ 얼마나 오리고기가 몸에 좋으면.. 병원에서도 환자에게 고기는 먹지 말라고 하지만.. 오리고기는 먹어도 괜찮다고 하죠~^^ 그만큼 몸에 좋은건 확실하니.. 이젠 오리고기 마니아가 됩시다~~
꽃게탕,큰한 국물과 함께 게딱지 비빔밥까지  제철인 꽃게로 저희집 푸짐한 저녁을 맞이했답니다.
새우계란국,아침에 간편하게 후룩후룩 좋은 계란국이랍니다.
초계탕,시원하게 만든 삼계탕인  초계탕 만들기입니다. 각종 채소와 닭을 넣어 보기에도 예쁘고 맛도 좋아요. 일반 면대신 메밀면을 사용해 건강까지 고려했답니다. 
사골곰국,몸보신이 필요할때 푹 고아서 먹으면 좋은 사골곰국과 곁들여 먹으면 정말 좋은 깍두기입니다.
쇠고기대파국,육개장 보다 쉽고  다른 일반 국물요리보다 쉬워요. 저처럼 국물요리 좋아하는 분들은 한 번에 넉넉히 끓여 두셨다가 끼니마다 데워서 맛있게 드시어요~
소고기국,뜨끈한 국한그릇 매운 소고기국
김국,여러분들 중에도 아침 굶으시는 분들 있으실까봐 오늘은 초간단 김국을 올려봅니다. 김이랑 달걀은 집에 대부분있는 일등 반찬이잖아요. 간단하게 끓여서 밥말아서 후룩후룩 한그릇 먹으면 속이 든든해진답니다.
소고기감자국,담백하고 깔끔한 소고기 감자국입니다.
감자냉국,더울때 미리 만들어 놓는 감자냉국 소개합니다. 멸치국물에 감자의 전분이 녹아내려 구수하면서 깔끔한 맛이 끝내 준답니다.
사골탕,사골탕? 설랑탕  도가니탕  곰탕  갈비탕  양곰탕 무지 헤깔리시죠? 저도 사실 헷갈려요. 우리나라 요리와 관련된 문헌을 뒤져보면서.. 같이 설렁탕에 대해서 오늘 알아보는 시간을 가지도록 하지요. 그리고 또 사골탕을 끓이는 방법도 사람들마다 가지가지겠으나 제가 끓이는 방법을 알려드리도록 하겠습니다.
해물삼계탕,해산물의 풍미와 담백한 닭이 만난 백숙입니다.
삼계탕,울 가족 모두를 위해 삼계탕 만들어 봤어요~ 압력밥솥을 이용해서 만들었는데요~ 그냥 냄비에 하는것 보다 육질이 부드럽고 간편하게 만들수 있어 이용하고 있어요.
삼계탕,쫄깃쫄깃 식감좋은 토종삼계닭에  찹쌀밥  인삼향 그윽한 진한 토종삼계탕국물~ 남은 여름  여름철 대표 보양식 삼계탕 많이많이드시고  몸의 원기를 북돋우세요! 여름철 한그릇씩  토종삼계닭으로 만든 쫄깃쫄깃한 삼계탕!
건새우아욱국,마트에 갔더니 아욱한팩에 천원  무자니 싸죵~ 건새우넣고 푹 끓여봤습니다. 구수하면서도 시원하고 개운한~ 입에 쫙쫙 달라붙는 아욱국! 사랑스런 뽀야의 두딸아이들도 무척 잘먹는답니다. 저렴한 아욱으로  언제 먹어도 맛있는 건새우 아욱국!
미역국,시원하고 깔끔한 미역국 레시피를 소개합니다~
쇠고기유부전골,유부전골 한번 해먹는다는게 왜 그리 귀찮았는지.. 부산에 갈때마다 꼭 먹고 오는 남포동 깡통시장골목에 가면 어묵이랑 당면이랑 파는 골목이 있는데.. 여기 어묵파는 곳에 가면 유부속에 당면이 가득들어가 있는 유부주머니2개에 어묵을 그릇에 담아 2천원에 파는걸 먹어보고는 반해서..가끔 만들어 먹었는데..한동안 귀찮으니즘이 엄습을 해오는 통에 손이 좀 간다싶은건 무조건 노우~를 외쳤는데.. 울애들 넘 먹고 싶다고 해서.. 만들었답니다.
김치콩나물국,시원하게 속을 풀어야 할 일이 생기면 콩나물을 같이 넣고 해장국을 끓여요. 콩나물의 시원한 맛과 신 김치의 개운한 맛이 어우러져서 김치콩나물 해장국에 밥 한 그릇을 말아서 먹으면 아무 생각이 들지 않거든요. 김치와 콩나물을 넣은 해장국은 새우젓으로 간을 해야 감칠맛 나고 맛이 있어요.
쇠고기미역국,쇠고기를 푹~~끓여내서 야들야들 맛있는 고기와 진하게 우러나온 국물~~ 진짜 제대로 끓여진 미역국이었답니다~
